Tweet,Affect Dimension
"WHY TF DO BROKE BOYS KEEP TRYNA FIND GF's? GET UR FUCKIN $$$ RIGHT B4 I SMACK YO BITCHASS, she deserves 2be happy &amp; u don't deserve that ass",1
@TampaBayRay I cried with laughter.,1
@LiamJamesVernon love the optimism!! BLUE MOON!,1
Big thanks to Brad Pitt who's trashy ways brought a modicum of levity to an otherwise lame week of political 💤.,1
Gen 8:21 NIV—The Lord smelled the pleasing aroma and said in his heart: “Never again will I… lifelong depravity,1
@essdotX the jovial and forgiving negro is always pressed upon to act against his/her self-interest in favor of the oppressor,1
@bruins_514 @gorddownie @thehipdotcom It would be #TragicallyHip if they can #help @TOYSFORASMILE make #hospitalized  #sick #kids #smile 😊✌❤,1
Your lion's heart\nWill protect you under stormy skies\nAnd I will always be listening for your laughter and your tears,1
@iyaycruz lets see chirp,1
noah fence but i want a harley quinn or blake lively layout,1
@LFScott57 Miss Cookie sends her thanks! She's not as spry as she used to be - like me! She doesn't have the adventures the young pups do!,1
@7we4k LordDerply for it. It's like yugioh for animated shows!,1
"Being a veteran just totally got me out of a ticket. I'm elated right now, close call.",1
@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future  #gottawearshades #LetsGoYankees,1
"#PeaceIsPossible when both party accept one another and rejoice together after #OndoGuber,Nov26. @JciOndokingdom @cuttie_dove @Lekibeat",1
"While I was walking, a little boy in a red shirt(5/6 years of age) shouting from a distance of 3 meters, in a jovial manner saying...",1
@aradsliff don't know I'm from nj we are the worst on purpose. #laughter,1
Day 9 and I am elated because I'm taking PTO tomorrow so I'm doneeeee. But:,1
"@Babylonian I convinced my mom to watch it. Killgrave gave her literal nightmares, but watched last episode four times. #smile",1
"And by the way, Takeru's eyes sparkling while eating was like the cutest thing ever.",1
what does everyone have against sparkling water?!? such a bomb drink when you mix it with stuff,1
@ardit_haliti I'm so gutted. I loved her cheery disposition.,1
"@MalYoung @AngelicaMcD I hope to now see some levity, light, romance and happiness come Stitch and Abby's way after such a long hard road.",1
May the optimism of tomorrow be your foundation for today.,1
@TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !,1
Watch this amazing live.ly broadcast by @swagrman_fan #lively #musically,1
The people that call in to POV on KX4 make my night. ,1
Watch this amazing live.ly broadcast by @kelli.peterson #lively #musically.   Come WATCH,1
@indermethil True. We were rejoicing the fact that we signed a quality young CB but we need one more at least. @MarcBartra ? mebbe :P,1
It's Thursday which means it's Grey's day #TGIT #rejoice,1
#MeogysDailyVocabEnhancment Elation: quality or state of being elated; feeling or state of great joy or pride,1
Currently listening to @ScottFoxonair &amp; @KatCallaghan @Z1035Toronto podcasts!! Can you guys please move to #yvr ?  #missyou,1
#PiersGough on thoroughly lively and imaginative developers—“Sager have always challenged us to do better and do better.” @IslingtonSq,1
"Accept the challenges, So that you may feel the exhilaration of victory.\n\nTOMIHO IpaglabanMo TapingDay2",1
To give cheerfully.,1
"“Don’t burn out; keep yourselves fueled and aflame. Be alert servants of the Master, cheerfully expectant.' Romans 12:11-12",1
What a #lively #lovely #shower 😇 ..,1
"With that draw, the scum must be rubbing their hands with glee! Typical draw for the Woolwich lot!!! #jammygunnerscum",1
@cedricyarbrough We love you! #hilarious   We are looking forward to SO much more!  #kudos on the #pilot @Speechless_ABC #speechless,1
#smile every morning to a positive head start with your #clients relations,1
@jimadair3 Guitar shop owners everywhere rejoice,1
"I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy.",1
@FoRDaYS14 😳 chewing what?  #arcdental #turlock,1
Top seed Johnson chases double delight at Tour Championship,1
"@ChrisLoesch @DLoesch Modern Day book-burning without all that awful guilt. Oh, and now with more gleeful social sharing for the a$$hats.",1
The Quarterback' wrecks me every time.. #glee,1
@jessbr0ughton don't be shy next time! We're a cheery bunch. :) \n\nSam. X,1
"Tomorrow, is the FIRST DAY OF 🍂🍂FALL🍁🍁and I'm elated!!!!!",1
For a moment I found myself smiling,1
"I like talking to someone who makes me laugh, laughter is the best medicine",1
@julwhite chirp chirp! :),1
"On my way rejoicing, to the pulpit @ Park City Baptist Church, Surrey BC. for Midweek Service.",1
"Be it a rainy day, be it cheerful sunshine, I am a Prussian, want nothing to be but a Prussian.:|",1
@RayGemini I've got 8 coming back this week. It's so joyous isn't it haha,1
@ADenkyirah Happy birthday! Hope you have a wonderful day filled with lots of joy and laughter &lt;3 (despite tumblr being a jerk- once again),1
@reinervshunter you got this💙 #staystrong #smile #yourebeautiful,1
But I got to see her last when she was lively and talkative and I was able to tell her I loved her so that's what matters.,1
Sometimes I get to sit back and be proud of myself for pleasing Him so well.,1
Catering channel's at the height technics hearty enjoyment symptomatize: vrlfEyrN,1
"@715d1\nI bought the Steam port of Vice City, and to my delight Billie Jean is on the soundtrack!",1
tfw you're en-route to your future :) !! @HUCJIR i'm coming for ya! #openhouse #futurecantor  #NYCletsgo,1
"@mediacrooks @thenewshour @LodhiMaleeha @ndtv @IndiaToday This is hilarious ! Not a Freudian slip, eh !",1
The boys rejoice as badger corner has been reclaimed for our first social of the year #cluboftheyear,1
I hate it when im singing and some idiot thinks they can just join in with me like...this is not fcking glee #MeanRikonaBot,1
Decide to stop being afraid. To just stop. What are you now free to do?\n\n #brave #free #honest #healthy  #life #living  #love,1
"@NoorBazzi14 lowkey I want to go just to chirp Anna LOL but say hi to Atkins for me!! One of my favourite coaches, he's smart and caring",1
How sad is it that I'm rejoicing over a 72💀 #collegekills,1
Such merriment &amp; laughter from @dadwroteaporno at @KingsPlace &amp; an instructional PowerPoint presentation.Well done to all concerned &amp; thanks,1
"I love seeing happy women, that glow is something real.",1
"Traditionalists say it should be bored by or bored with, but not bored of, a 'rule' cheerfully ignored",1
@doctorofinfo I was just introducing a little levity to the convo. Yep!,1
"@nw_autonate \n\n*She held the back of his skull, smiling into the kiss.*",1
"After soul searching, I'd like to announce that I've chosen @chrissyteigen &amp; @nicolerichie to be my adopted sisters due to their hilarity",1
@NHLstoreNYC I'm cheering for @TeamNA_WCH and @TeamEUR_WCH #NHLNYCSweepstakes,1
Another joyful encounter in Tribez &amp; Castlez! I just met Bartolomeo! Do you want to know who that is? Download the game and find out!,1
Take my kindness for weakness when you acting silly keeping it 100 ain't your forté #breezy #ChrisBrown #TeamBreezy,1
"Every time people push #Prescription Pot, prohibitionists rub their hands with #glee because U hand them #Cannabis &amp; yourself into #slavery.",1
#food  #деньги #smile   microsoft_.net_framework_4.5.1_full_plus_by_gora,1
How can l rule my mind !!!!!! \nIt's hilarious that you can't 😭😑😮,1
@FieldYates @MatthewBerryTMR @Stephania_ESPN @MikeClayNFL @FrankCaliendo goddamn...the 'celebrity' draft at the end was classic. ,1
A hearty welcome to those who followed me.,1
I thought I got mad for anything but my bf gets mad over any little thing lmfao shit be hilarious,1
Just died from laughter after seeing that😂😭😂😭,1
Watch this amazing live.ly broadcast by @iamjustinburke #lively #musically,1
"Everyday I wake up, a different @SpursOfficial player signs a contract extension! Love it!! #future #is  #COYS",1
Feelings got cheated when I mistook the sparkling ribena to be the normal ribena......,1
@jadelalaa_ hahaha and u da best bro ever luv u hearty hearts,1
All the fans wanted Man Utd at home in the next round...\nAre you cheering for Northampton or Man Utd right now?\n#lufc,1
15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga #smile #stretch,1
#Appreciate what you have &amp; enjoy your life. \nUse your #smile 😃 to help others use theirs. ☺️,1
Skiving #Freshers2016 for a me day! #nails #sunbeds and #gym 😉💜👑 #priorities #student #studentnurse #pampered #happy,1
"What a great training course, lots of photos, fun and laughter. Photo's will be up soon #Boostercourse #fun ",1
Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym #cheer #tumbling,1
#smile is the #respect we give everyone.,1
.@Travelanswerman: When U ride on a pile of salt life is extra sweet! Always salty always savory! #surfing #aloha #smiling …,1
#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; ! #isthereahelplineforthis,1
So far ours greet have raised £250 for @HGatChristmas with more to come in #sparkling @CllrJohnFox @simoncotton69,1
Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them ,1
"The feeling of taking someone's life is either scarring or exhilarating, but for people need to realize that we're going to die at some--",1
All in all a pleasing night down The Lane .  .  .  On to the next round &amp; bring on Liverpool at Anfield! #COYS,1
"@walterdonovanSS @mrb_rides_again evil, rich white men and their fucking cronies in intelligence/gov/academia using blithe blacks as fodder",1
sparkling or still? #terribledebatequestions,1
Well look at the bright side. You found a use for that rope #TipsToSurviveAPowerOutage,1
15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga  #stretch,1
i wonder how gleeful it is to be dumb af and see the world through rose tinted glasses,1
@tomderivan73 😁...I'll just people watch and enjoy a rare show of optimism,1
Cool to see when smart #CowboysTwitter folks chirp the same stuff you did during your review.  This is why I joined.,1
@safaridjh but it's so aesthetically pleasing omg,1
@harrietemmett great minds think alike. #rejoice,1
"I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful!",1
"What a great training course, lots of photos, fun and laughter. Photo's will be up soon #Boostercourse #fun #laughter",1
I truly believe in my heart right now that Satan is rejoicing because we are all against one another,1
There's a certain hilarity in people angry at protests against the national anthem or the flag when these acts are covered by 1st Amendment.,1
"But the lady at the store said I had nice eyelashes so that's good, right? #optimism? @verizon",1
The #chiropractor makes me so .,1
@TheNotoriousMMA looking like @MIckeyRourkeFP in his heyday,1
Watch this amazing live.ly broadcast by @__.mila.__ #lively #musically,1
Intermit animated^%%%ncaa pittsburgh vs mississippi sprightly shiny bbva level peg varsity football telly scra...,1
